Copyright;ARTOTHEK_Bildnummer;Caption = Bildtitel;Keywords;Keywords II;Fulltext Keywords;Orientation;Künstler;Standort;Technik;
-/ARTOTHEK;17096;Atelierszene (Mme. Vincent in ihrem Atelier, den Maler J.M. Vien malend). 1808;Marie Gabrielle,Neue Pinakothek,19. Jahrhundert,Öl,Capet,München,1761-1818,Muenchen;Marie Gabrielle Capet,Atelierszene,Vien,Frau,Malerin,Atelier,Malerin,K;;;;;;
Blauel/Gnamm/ARTOTHEK;17091;Kleines Mädchen, in einem von Weinlaub umrankten Fenster.;Sammlung Georg Schäfer,Ferdinand Georg,Waldmüller,1793-1865;Kinder,Botanik,Fenster,Ferdinand Georg Waldmüller,19. Jahrhundert,Mädchen,Weintrauben,Weinlaub,Weinblätter,Blumen,Kind,Bildnis,Portrait;1793-1865,19,Bildnis,Blume,Blumen,Botanik,einem,Fenster,Ferdinand,Georg,Hirte,in,Jahrhundert,Kind,Kinder,kleines,Mädchen,Maedchen,Portraet,Portrait,Porträt,Sammlung,Schäfer,Trauben,umrankten,von,Waldmüller,Weinblaetter,Weinblätter,Weinlaub,Weintrauben;Hochformat;Waldmüller, Ferdinand Georg;Sammlung Georg Schäfer;;
-/ARTOTHEK;17073;Das helle Haus (1. Fassung). 1914;Aquarell/Bleistift/Bütten,Kunstmuseum,Bern,August,1887-1914,Aquarell/Bleistift/B,Macke;Arabien,Macke,August Macke,Tunesien,Tunesienreise,Expressionismus,20. Jahrhundert,Haus,Landschaft,20. Jh.,Blauer Rei;;;;;;
Hans Hinz/ARTOTHEK;17071;Lesendes Mädchen. Um 1845/50;Öl/Lwd.,1796-1875,Jean-Baptiste Camille,Stiftung Sammlung E.G. Bührle,Corot,Zürich;Mädchen,junge Frau,Heranwachsende,lesen,Jean-Baptiste Camille Corot,19. Jahrhundert,Bluse,Lektüre,jung,privat,rot,ruhig,ruhige Pose,bescheiden,einfach,Realismus;1796-1875,1845/50,19,bescheiden,Bluse,Bührle,Camille,Corot,E,einfach,Frau,Frauen,G,Heranwachsende,Jahrhundert,Jean-Baptiste,Jung,Junge,jungen,junger,Junges,Lektüre,Lesen,Lesendes,Mädchen,Maedchen,Öl/Lwd,Pose,Privat,Realismus,Rot,Rote,rotem,Roten,Roter,Rotes,ruhig,Ruhige,Sammlung,Stiftung,Um,weiblich,Weibliche,Weiblicher,Weibliches,Zürich;Hochformat;Corot, Jean-Baptiste Camille;Zürich, Stiftung Sammlung E.G. Bührle;Öl/Lwd.;
Bayer&Mitko/ARTOTHEK;17058;Der hl.Christophorus. Rechter Flügel des Altars Perle von Brabant.;1410/20-1475,Eichenholz,Dieric d.J.,Bouts,München,Alte Pinakothek,Muenchen;Heiliger Christophorus,Heilige,Fluss,Bouts,Dieric Bouts,Nothelfer,Märtyrer,Christophorus,15. Jahrhundert,Gotik,Perle von Brabant, Bayerische Staatsgemäldesammlungen;1410/20-1475,15,Alt,Altars,Alte,Alter,Altes,Bayerisch,Bayerische,Bayerischer,bayerisches,Bayern,bayrisch,bayrische,bayrischer,Bouts,Brabant,Christophorus,d,der,des,Dieric,Eichenholz,Flügel,Fluss,Gotik,gotisch,gotische,gotischem,gotischen,gotischer,gotisches,Heilige,Heiliger,Hl,Hll,J,Jahrhundert,Märtyrer,Muenchen,München,Nothelfer,Perle,Pinakothek,rechter,Staatsgemäldesammlun,von;Hochformat;Bouts, Dieric d.J.;München, Alte Pinakothek;Eichenholz;
-/ARTOTHEK;17024;Heimfahrt von der Schule im Spreewald.;Johan,Privatbesitz,Kretzschmer,Johann,1811-1890,Genre;Johann Kretzschmer,Brandenburg,Kinder,Schule,Boot,Spreewald,Deutschland,Hund,19. Jahrhundert,Heimfahrt,Schüler,Lehrer,Floß,Floßfahrt,Genre;-1811;;;;;
-/ARTOTHEK;17006;Die Wacht am Rhein. 1874;Wislicenus,Goslar,Hermann,1825-1899,Städtisches Museum;Hermann Wislicenus,Germania,Allegorie,Geschichte,Vogel,Raubvogel,Rhein,19. Jahrhundert,Schwert,Wacht,Personifikation,Frau,Grisaille,grau,Rüstung,Schlange;182;;;;;
Constantin Beyer/ARTOTHEK;17005;Der junge Johann Wolfgang Goethe mit einem Scherenschnitt. 1775/76;Kraus,Frankfurter Goethe-Museum,Georg Melchior,Öl/Lwd.,1737-1806;Literatur,Georg Melchior Kraus,Johann Wolfgang von Goethe,Scherenschnitt,Profil,18. Jahrhundert,Bildnis,Portrait,Weimarer Klassik,Dichter,Denker,Deutscher,Mann,Schriftsteller,Romantik,einfühlsam,Feingeist,Poet,Schöngeist,Persönlichkeit,berühmt;1737-1806,1775/76,18,beruehmt,berühmt,Bildnis,Denker,der,Deutsch,Deutsche,deutschem,deutschen,Deutscher,Deutsches,Deutschland,Dichter,einem,einfuehlsam,einfühlsam,Feingeist,Frankfurter,Georg,Goethe,Goethe-Museum,Jahrhundert,Johan,Johann,Jung,Junge,jungen,junger,Junges,Klassik,Kraus,Literatur,Mann,Melchior,mit,Öl/Lwd,Persoenlichkeit,Persönlichkeit,Poet,Portraet,Portrait,Porträt,Profil,Romantik,Scherenschnitt,Schoengeist,Schöngeist,Schriftsteller,von,Weimarer,Wolfgang;Hochformat;Kraus, Georg Melchior;Frankfurter Goethe-Museum;Öl/Lwd.;
© Stiele-Werdermann/ARTOTHEK;17001;Am Chiemsee.;Wopfner,Joseph,Jozsef,Wessenberg-Galerie,József,1843-1927,Konstanz,Josef;See,Bayern,Jospeh Wopfner,19. Jahrhundert,20. Jahrhundert,Chiemsee,Angler,Steg,Oberbayern;1843-1927,19,20,am,Angler,Bayerisch,Bayerische,Bayerischer,bayerisches,Bayern,bayrisch,bayrische,bayrischer,Chiemsee,Jahrhundert,Josef,Joseph,Jospeh,Jozsef,József,Konstanz,Oberbayern,See,Steg,Wessenberg-Galerie,Wopfner;Querformat;Wopfner, Joseph;Konstanz, Wessenberg-Galerie;;
© Stiele-Werdermann/ARTOTHEK;17000;Frau in Bodensee-Landschaft. 1904.;Robert,Weise,1870-1923,Wessenberg-Galerie,Konstanz;20. Jahrhundert,Frau,Schleier,Wind,Robert Weise,Hut,Impressionismus,impressionistisch,weiss;1870-1923,1904,20,Bodensee-Landschaft,Frau,Frauen,Hut,impressionismus,impressionistisch,in,Jahrhundert,Konstanz,Robert,Schleier,weiblich,Weibliche,Weiblicher,Weibliches,Weise,weiß,Weisse,weissem,weißer,Weißes,Wessenberg-Galerie,Wind;Hochformat;Weise, Robert;Konstanz, Wessenberg-Galerie;;
© Stiele-Werdermann/ARTOTHEK;16995;Lot und seine Töchter.;17. Jahrhundert,Wessenberg-Galerie,Konstanz,Jan,1625/26-1679,Steen;Steen, Jan Steen,Barock,Altes Testament,Trinken,Wein,betrunken,betrinken,Vater,Töchter,Höhle,Bibel,Loth,sündhaft,Sünde,Alkohol;1625/26-1679,17,Alkohol,Alt,Alte,Alter,Altes,Barock,betrinken,betrunken,Bibel,biblisch,Höhle,Jahrhundert,Jan,Konstanz,Lot,Loth,seine,Steen,Suende,suendhaft,Sünde,sündhaft,Testament,Töchter,Trinken,und,Vater,Wein,Wessenberg-Galerie;Hochformat;Steen, Jan;Konstanz, Wessenberg-Galerie;;
© Stiele-Werdermann/ARTOTHEK;16994;Der 12-jährige Jesus im Tempel.;Rudolph,vor 1473-1528,Rudolf,Nadelholz,Rudolphe,Konstanz,Stahel,Rosgarten-Museum;Stahel, Rudolf Stahel,Christus,Neues Testament,Dialog,Gruppe,Männer,Gelehrte,Kind,Knabe,Junge,Jesus,Christus,Tempel,zwölf,diskutieren,zuhören,Jerusalem,klug,Disput,Pult;12-jährige,1473-1528,Christus,der,Dialog,diskutieren,Disput,Gelehrte,Gruppe,im,Jerusalem,Jesus,Jung,Junge,jungen,junger,Junges,Kind,klug,Knabe,Konstanz,Maenner,Männer,Nadelholz,Neu,Neue,neuer,Neues,Pult,Rosgarten-Museum,Rudolf,Rudolph,Rudolphe,Stahel,Tempel,Testament,Vor,Zuhören,zwölf;Querformat;Stahel, Rudolf;Konstanz, Rosgarten-Museum;Nadelholz;
© Stiele-Werdermann/ARTOTHEK;16993;Jesus mit seinen Eltern auf dem Heimweg.;Rudolph,vor 1473-1528,Rudolf,Nadelholz,Rudolphe,Konstanz,Stahel,Rosgarten-Museum;Stahel, Rudolf Stahel,Heilige Familie,Brunnen,Christus,Jesus Christus,Stadttor,Tempel,Eltern,Kind,Sohn,begleiten,Jugendlicher,vor der Stadt,Kindheit,Wasse holen;1473-1528,auf,begleiten,Brunnen,Christus,dem,der,Eltern,Familie,Heilige,Heimweg,Hll,holen,Jesus,Jugendlicher,Kind,Kindheit,Konstanz,mit,Nadelholz,Rosgarten-Museum,Rudolf,Rudolph,Rudolphe,seinen,Sohn,Stadt,Stadttor,Stahel,Tempel,Vor,Wasse;Querformat;Stahel, Rudolf;Konstanz, Rosgarten-Museum;Nadelholz;
© Stiele-Werdermann/ARTOTHEK;16992;Geburt Christi.;Rudolph,vor 1473-1528,Rudolf,Nadelholz,Rudolphe,15. Jahrhundert,Konstanz,Stahel,16. Jahrhundert,Rosgarten-Museum;Stahel, Rudolf Stahel,Christigeburt,Geburt,Jesus Christus,Gott,Gott Vater,Gottvater,Lichtstrahl,Heiliger Geist,Taube,beten,Maria,Jungfrau Maria,Perspektive,Raum,Fluchtpunkt;1473-1528,15,16,beten,betend,Christi,Christigeburt,Christus,Fluchtpunkt,Gebet,Geburt,Geist,Gott,Gottvater,Heiliger,Hl,Jahrhundert,Jesus,Jungfrau,Konstanz,Lichtstrahl,Maria,Nadelholz,Perspektive,Raum,Rosgarten-Museum,Rudolf,Rudolph,Rudolphe,Stahel,Taube,Vater,Vor;Querformat;Stahel, Rudolf;Konstanz, Rosgarten-Museum;Nadelholz;
© Stiele-Werdermann/ARTOTHEK;16983;Blick über das Schloss Meersburg auf den Bodensee und die Schweizer Berge.;19. Jahrhundert,Joseph,Jozsef,Wessenberg-Galerie,Moosbrugger,1810-1869,József,Konstanz,Josef;Moosbrugger, Josef Moosbrugger,Schloß,Burg,Baden-Württemberg,See,Bodensee,Süddeutschland,Meersburg,Burg;1810-1869,19,auf,Baden-Württemberg,Berge,Blick,Bodensee,burg,Das,den,Die,Jahrhundert,Josef,Joseph,Jozsef,József,Konstanz,Meersburg,Moosbrugger,Schloss,Schweizer,See,Süddeutschland,über,ueber,und,Wessenberg-Galerie;Querformat;Moosbrugger, Josef;Konstanz, Wessenberg-Galerie;;
© Stiele-Werdermann/ARTOTHEK;16973;Die hl. Dorothea.;Nadelholz,Ende 15.Jahrhundert,Anonym,Konstanz,Rosgarten-Museum;Heilige Dorothea,Heilige,Blumen,unbekannter Künstler,Konstanz, Ende 15. Jahrhundert,Märtyrerin,Heiligenschein,Jungfrau,Blumenkranz,fromm,Blumenstrauß;15,Anonym,Blume,Blumen,Blumenkranz,Blumenstrauß,Die,Dorothea,Ende,fromm,Glorienschein,gloriole,Heilige,Heiligenschein,Heiliger,Hl,Hll,Jahrhundert,Jungfrau,Konstanz,Künstler,Märtyrerin,Nadelholz,Nimbus,Rosgarten-Museum,Unbekannter;Hochformat;Anonym, Konstanz;Konstanz, Rosgarten-Museum;Nadelholz;
Paolo Tosi/ARTOTHEK;16940;Die Anbetung der heiligen drei Könige.;Florenz,Galleria degli Uffizi,1444/45-1510,Tempera/Holz,Botticelli,Sandro;Anbetung der Könige,Botticelli,Anbetung,Sandro Botticelli,Selbstportrait,Selbstporträt,drei Könige,Melchior,Joseph,Italien,italienisch,Renaissance,15. Jahrhundert,italienische Renaissance,Frührenaissance,Medici,Weihnachten,Christkind,Christi Geburt,Jesus,Christus,Geburt,Josef,Maria,Madonna,Kind,Balthasar,Balthazar,Caspar,Kaspar,weisen Männer,weiser Mann,heilige Familie,König,Stall,Ruine,Männer,Höflinge,Jünglinge,warten;1444/45-1510,15,Anbetung,Balthasar,Balthazar,Botticelli,Caspar,Christi,Christkind,Christus,Christuskind,degli,der,Die,Drei,Familie,Florenz,Fruehrenaissance,Frührenaissance,Galleria,Geburt,Heilige,Heiligen,Hll,Hoeflinge,Höflinge,Italien,Italienisch,Italienische,Italienischer,Italienisches,Italiens,Jahrhundert,Jesus,Jesuskind,Josef,Joseph,Jozsef,József,Jünglinge,Kaspar,Kind,Koenig,Koenige,König,Könige,Madonna,Maenner,Mann,Männer,Maria,Medici,Melchior,renaissance,Ruine,Sandro,Selbstbildnis,Selbstportraet,Selbstportrait,Selbstporträt,Stall,Tempera/Holz,Uffizi,Uffizien,Warten,Weihnachten,Weisen,weiser;Querformat;Botticelli, Sandro;Florenz, Galleria degli Uffizi;Tempera/Holz;
Peter Willi/ARTOTHEK;16936;Die Kaiserin Josephine. 1805.;Pierre Paul,Öl/Lwd.,Musée du Louvre,Prud´hon,Paris,1758-1823;Prudhon,Prud'hon,Pierre Paul Prud'hon;1758-1823,1805,Die,du,Josephine,Kaiserin,Louvre,Musee,Musée,Öl/Lwd,Paris,Paul,Pierre,Prud´hon,Prudhon,Prud'hon;Hochformat;Prud´hon, Pierre Paul;Paris, Musée du Louvre;Öl/Lwd.;
Peter Willi/ARTOTHEK;16933;Sigismondo Malatesta. Um 1451;Piero della Francesca,Renaissance,Holz,Musée du Louvre,15. Jahrhundert,1410-1492,renaissance,Paris;Mann, Alte,Männer,Piero della Francesca um1422-1492,Porträt,Profil,Brokat,Brokatstoff,condottiere,Feldherr,Wolf von Rimini;1410-1492,1451,15,Alt,Alte,Alter,Altes,Bildnis,Brokat,Brokatstoff,Condottiere,della,du,Feldherr,Francesca,Holz,Jahrhundert,Louvre,Maenner,Malatesta,Mann,Männer,Musee,Musée,Paris,Piero,Portraet,Portrait,Porträt,Profil,renaissance,Rimini,Sigismondo,Um,um1422-1492,von,Wolf;Hochformat;Piero della Francesca;Paris, Musée du Louvre;Holz;
Museum Folkwang Essen/ARTOTHEK;16932;Pferd in der Landschaft. 1910.;Foto: Jens Nober,Frans,Essen,1880-1916,Museum Folkwang,Marc,Franz;Pferd,Franz Marc,Tier,Landschaft,farbig,expressionistisch,Expressionist,gelb;1880-1916,1910,der,Essen,Expressionismus,Expressionist,expressionistisch,expressionistische,expressionistisches,farbig,Folkwang,Foto:,Frans,Franz,gelb,Gelbe,gelbem,gelber,Gelbes,in,Jens,Landschaft,Marc,Museum,Nober,Pferd,tier;Querformat;Marc, Franz;Essen, Museum Folkwang;;
-/ARTOTHEK;16930;Gebirgslandschaft in Spanien. 1870.;Fritz,19. Jahrhundert,Galerie Koller,1814-1873,Zürich,Bamberger;Bamberger, Fritz 1814-1873,Bach,Ebene,Panorama,Landschaft,trocken,Trockenheit,Südeuropa,Spanien;1814-1873,1870,19,Bach,Bamberger,Ebene,Fr;;;;;
-/ARTOTHEK;16922;Allegorie der Grosszügigkeit.;Smit,Öl/Holz,G,Galerie Koller,Holland,17.Jahrh.,Zürich;Geldwesen,Allegorien,Grosszügigkeit,Smit, G() Holland, 17.Jahrh.;17,Allegorie,Allegorien,der,G,Galerie,Geldwesen,Grosszügigkeit,Holland,Jahrh,Koller,Öl/;;;;;
Peter Willi/ARTOTHEK;16915;Die Dame mit dem Einhorn: Allegorie des Duftes. Zwischen 1484 und 1500;franz?sisch,französische,Musee,Frankreich,15. Jahrhundert,Französischer,Französisches,Französisch,Tapisserie,Musée,franzoesisch,Cluny;Allegorie,Garten,Fahne,Standarte,Tapisserie,Duft,Sinn,Sinne,Einhorn,Geruch,Geruchssinn,Mittelalter,mittelalterlich,Wandbehang,Textil,Löwe,Orangenbaum,floral;1484,15,1500,Allegorie,Cluny,Dame,dem,des,Die,Duft,Duftes,Einhorn,Einhorn:,Fahne,floral,Frankreich,franz?sisch,franzoesisch,Französisch,französische,Französischer,Französisches,Garten,Geruch,Geruchssinn,Jahrhundert,Loewe,Löwe,mit,Mittelalter,mittelalterlich,Musee,Musée,Orangenbaum,Sinn,Sinne,Standarte,Tapisserie,Textil,und,Wandbehang,zwischen;Hochformat;Französisch;Cluny, Musée;Tapisserie;
Blauel/Gnamm/ARTOTHEK;16913;Altar der Kölner Stadtpatrone: Maria der Verkündigung. 1440-45;Stephan,Kölner Dom,Lochner,Altarflügel (Außenseite) links,Stefan,um 1410-1451;Stephan Lochner,Verkündigung,Dombild,Altar,Flügel,Brokat,Vorhang,Brokatvorhang,Vorhangstange,Stoff,Maria,Verkündigung,deutsch,Gotik,Spätgotik,Religion,Bibel,Dreikönigsaltar,Köln,Maria,Jungfrau,Interieur,gold,Taube,Heiligenschein,Heiliger Geist,Pult,Schreibpult,Buch,Lilie,Geste,Holzdecke;1410-1451,1440-45,Altar,Altarflügel,Außenseite,Bibel,biblisch,Brokat,Brokatvorhang,buch,der,Deutsch,Deutsche,deutschem,deutschen,Deutscher,Deutsches,Deutschland,Dom,Dombild,Dreikönigsaltar,Flügel,Geist,Geste,Glorienschein,gloriole,Gold,Gotik,gotisch,gotische,gotischem,gotischen,gotischer,gotisches,Heiligenschein,Heiliger,Hl,Holzdecke,Innenraum,Interieur,Jungfrau,Koeln,Köln,Kölner,Lilie,Links,Lochner,Maria,Nimbus,Pult,Religion,Schreibpult,Spaetgotik,Spätgotik,Stadtpatrone:,Stefan,Stephan,Stoff,Taube,Um,Verkuendigung,Verkündigung,Vorhang,Vorhangstange;Hochformat;Lochner, Stephan;Kölner Dom;Altarflügel (Außenseite) links;
-/ARTOTHEK;16900;Pirna von der Festung Sonnenstein aus gesehen. Zwischen 1753/55;Bernardo (Canaletto),Bellotto,1721-1780;Burgen,Burg,Sachsen,Bellotto, Bernardo Bellotto,Canaletto;1721-1780,1753/55,aus,Bellotto,Bernardo,burg,Burgen,Canaletto,der,Festung,g;;;;;
-/ARTOTHEK;16899;Der Marktplatz zu Pirna. 1753/54;Dresden,Bellotto,18. Jahrhundert,Gemäldegalerie,Öl/Lwd.,Bernardo (Canaletto),1721-1780,Gemaeldegalerie;Sachsen,Stadtansicht,Häuser,Plätze,Platz,Bellotto, Bernardo Bellotto,Canaletto,Vedute,Rathaus,Marienk;;;;;;
-/ARTOTHEK;16888;Der Neumarkt in Dresden von der Moritz-Straße aus. 1749-51;Dresden,Bellotto,18. Jahrhundert,Gemäldegalerie,Bernardo (Canaletto),1721-1780,Gemaeldegalerie;Bellotto, Bernardo Canaletto,1721-1780,Platz,Sachsen,Stadt,Stadtansicht,Vedute,Kirc;;;;;;
-/ARTOTHEK;16887;Der Neumarkt in Dresden vom Jüdenhofe aus (Ausschnitt). 1749;Dresden,Bellotto,18. Jahrhundert,Gemäldegalerie,Bernardo (Canaletto),1721-1780,Gemaeldegalerie;Platz,Pferdekutsche,Sachsen,Dresden,Kirche,Bellotto,Bernardo Bellotto,Canaletto,F;;;;;;
-/ARTOTHEK;16885;Der Altmarkt in Dresden von der Seegasse aus. 1751 (?);Dresden,Bellotto,18. Jahrhundert,Gemäldegalerie,Öl/Lwd.,Bernardo (Canaletto),1721-1780,Gemaeldegalerie;Platz,Marktplatz,Stadt,Handel,Markt,Bellotto, Bernardo Bellotto,Canaletto,Dresd;;;;;;
-/ARTOTHEK;16883;Dresden vom rechten Elbufer unterhalb der Augustusbrücke (Ausschnitt zu Bildnummer 16718). 1748;Dresden,Bellotto,18. Jahrhundert,Gemäldegalerie,Lwd.,Bernardo (Canaletto),1721-1780,Gemaeldegalerie;Bellotto,Bernardo Bellotto,Canaletto,Deut;;;;;;
-/ARTOTHEK;16875;Die Sängerin Caterina Regina Mingotti. Um 1750;1728-1779,Anton Raphael,Mengs,Gemaeldegalerie,Bildnis,Porträt,Dresden,18. Jahrhundert,Gemäldegalerie,Portraet,Portrait,Pastell/Papier;Mengs, Anton Raphael Mengs,1728-1779,Frau,Schmuck,Noten,;;;;;;
-/ARTOTHEK;16874;Selbstbildnis im roten Mantel, 1744.;1728-1779,Dresden,Gemäldegalerie,Anton Raphael,Mengs,Gemaeldegalerie,Pastell/Papier;Selbstbildnisse,Mengs,Mengs, Anton Raphael 1728-1779;1728-1779,1744,Anthonis,Anthony,Anton,Dresden,Gemaeldegalerie,G;;;;;
-/ARTOTHEK;16873;Dorothea Sophia Thiele. 1744.;1728-1779,Dresden,Gemäldegalerie,Anton Raphael,Mengs,Gemaeldegalerie,Pergament/Pastell;Frauen, Alte,Frauen,Schmuck,Mengs, Anton Raphael 1728-1779;1728-1779,1744,Alt,Alte,Alter,Altes,Anthonis,Anthony,Anton,Do;;;;;
-/ARTOTHEK;16872;Selbstbildnis 1744/1745.;Liotard,1702-1789,Jean Etienne,Dresden,Gemäldegalerie,Gemaeldegalerie,Pastell/Papier;Selbstbildnisse,Liotard,Bart,Vollbart,Kopfbedeckungen,Pelze,Liotard, Jean Etienne 1702-1789;1702-1789,1744/1745,Bart,Dresden,Et;;;;;
-/ARTOTHEK;16867;Der hl. Bonaventura im Gebet. 1629;Dresden,Gemäldegalerie,17. Jahrhundert,Lwd.,1598-1664,Zurbaran y Salazar,Gemaeldegalerie,Francisco;Zurbaran y Salazar, Francisco Zurbaran,Engel,Heiliger Bonaventura,Heilige,Klerus,Beten,Franziskaner,Ord;;;;;;
-/ARTOTHEK;16866;Winterlandschaft mit einem Jäger. 1624;Dresden,Gemäldegalerie,17. Jahrhundert,1586-1653,Lwd.,Barock,Gemaeldegalerie,Jan,Wildens;Wildens, Jan Wildens,1586-1653,Jagd,Winter,Hunde,Jäger,Jagdhunde,Beute,Kaninchen;1586-1653,1624,17,Barock,Beu;;;;;
-/ARTOTHEK;16865;Das Liebesfest. Um 1717(?).;Dresden,18. Jahrhundert,Gemäldegalerie,1684-1721,Lwd.,Gemaeldegalerie,Watteau,Jean Antoine;Gärten,Feste,Paare, Junge,Watteau, Jean Antoine 1684-1721,Werbung;?,1684-1721,1717,18,Antoine,Das,Dresden,Feste,Gaerte;;;;;
-/ARTOTHEK;16863;Das Urteil des Paris.;Eichenholz,Dresden,1577-1640,Gemäldegalerie,Peter Paul,Rubens,Gemaeldegalerie;Urteil des Paris,Mythologie,Weibliche Akte,Rubens, Peter Paul 1577-1640;1577-1640,Akte,Das,des,Dresden,Eichenholz,Frau,Frauen,Gemaeldegal;;;;;
-/ARTOTHEK;16862;Die Falschspieler. Um 1615-1618.;Dresden,Valentin de Boullogne,Gemäldegalerie,Lwd.,Gemaeldegalerie,1594-1632;Spielen,Valentin de Boullogne 1594-1632;1594-1632,1615-1618,Boullogne,de,Die,Dresden,Falschspieler,Gemaeldegalerie,Gemäldegaleri;;;;;
-/ARTOTHEK;16861;Der Turmbau zu Babel. 1595;Dresden,Eichenholz,Valckenborch,Gemäldegalerie,Valkenborch,Maerten I.van,Gemaeldegalerie,1534/35-1612;Valckenborch, Maerten van Valckenborch,Altes Testament,Turm,Bau,Nebukadnezar,König Nimrod,bauen,errichten,Ba;;;;;;
-/ARTOTHEK;16859;Bildnis eines Malers mit einer Palme. 1561.;1487/90-1576,Dresden,Gemäldegalerie,Tizian (Tiziano Vecellio),Lwd.,Gemaeldegalerie;Männer, Alte,Männer,Tizian (Tiziano Vecellio) 1487/90-1576;1487/90-1576,1561,Alt,Alte,Alter,Altes,Bildnis,Dres;;;;;
-/ARTOTHEK;16858;Der Kampf des Erzengels Michael mit dem Satan. Gegen 1590;Dresden,Tintoretto (Jacopo Robusti),Gemäldegalerie,Lwd.,1518-1594,Gemaeldegalerie,16. Jahrhundert;Tintoretto,Jacopo Robusti,Madonna,Heiliger Michael,Engel,Erzengel,Teufel,diagonal;;;;;;
-/ARTOTHEK;16856;Die Vision der hl.Anna. 1759;Tiepolo,Dresden,Gemäldegalerie,Giovanni Battista,Lwd.,Gemaeldegalerie,1696-1770;Heilige Anna,Heilige,Visionen,Gott,Heiliger Joachim,Maria,Tiepolo, Giovanni Battista 1696-1770;1696-1770,1759,Anna,Battista,der,;;;;;
-/ARTOTHEK;16855;Caroussel Comique, Aufzug im Zwinger zu Dresden 1722. Vor 1725;Dresden,Thiele,Gemäldegalerie,Lwd.,Gemaeldegalerie,1685-1752,Johann Alexander;Thiele, Johann Alexander Thiele,Caroussel Comique,Sachsen,Dresden,Reiten,Reiter,Schloss,Parade,H;;;;;;
-/ARTOTHEK;16853;Dame in goldenem Gewand vor einem Bett mit roten Vorhängen. Um 1655;Borch,Terborch,Gemaeldegalerie,Gerard ter,1617-1681,(?),Dresden,Eichenholz,Gemäldegalerie,17. Jahrhundert,Barock,ter;Borch, Gerard ter Borch,Bett,Frau,Schlafzimmer,intim;;;;;;
-/ARTOTHEK;16852;Kurprinz Friedrich Christian von Sachsen 1739.;1699-1749,Subleyras,Lwd.,Gemaeldegalerie,Bildnis,Porträt,Dresden,18. Jahrhundert,Gemäldegalerie,Portraet,Portrait,Pierre,? - - ARTOTHEK;Subleyras, Pierre Subleyras,1699-1749,Rüstung,Kind,Per;;;;;;
-/ARTOTHEK;16849;Stilleben mit Hündin und ihren Jungen, sowie Koch und Köchin. Um 1625;Dresden,Gemäldegalerie,17. Jahrhundert,Frans,Lwd.,Snyders,Gemaeldegalerie,1579-1657,Franz;Snyders, Frans Snyders,Jagdstillleben,Nahrungsmittelstillleben,Nahrung,Küchen;;;;;;
-/ARTOTHEK;16848;Noli me tangere. 1735.;Dresden,Silvestre d.J.,Gemäldegalerie,1675-1760,Lwd.,Gemaeldegalerie,Louis;Visionen,Christus,Neues Testament,Silvestre d.J., Louis 1675-1760;1675-1760,1735,Christus,d,Dresden,Gemaeldegalerie,Gemäldegalerie,J,Louis,;;;;;
-/ARTOTHEK;16847;König August III. von Polen als Prinz zu Pferde. Um 1718.;Dresden,Silvestre d.J.,Gemäldegalerie,1675-1760,Lwd.,Gemaeldegalerie,Louis;Reiten,Geschichte,Geschichte, Polen,Geschichte, Deutschland,Silvestre d.J., Louis 1675-1760;1675-1760,17;;;;;
-/ARTOTHEK;16846;König August II. (der Starke) von Polen zu Pferde. Um 1718.;Dresden,Silvestre d.J.,Gemäldegalerie,1675-1760,Lwd.,Gemaeldegalerie,Louis;Reiten,Geschichte,Geschichte, Deutschland,Silvestre d.J., Louis 1675-1760;1675-1760,1718,August,d,der,;;;;;
-/ARTOTHEK;16843;Mädchen mit Schleier.;Dresden,Öl/Kupfer,18. Jahrhundert,Gemäldegalerie,Seybold,Christian,1703-1768,Gemaeldegalerie;Kind,Mädchen,Seybold, Christian Seybold,Fingerspitzen;1703-1768,18,Christian,Dresden,Fingerspitzen,Gemaeldegalerie,Gemälde;;;;;
-/ARTOTHEK;16826;Trinkender Bacchusknabe. Um 1623(?).;Dresden,1575-1642,Reni,Gemäldegalerie,Lwd.,Guido,Gemaeldegalerie;Trinken,Wein,Putten,Reni,Guido Reni,Barock,Bacchus,urinieren,17. Jahrhundert;?,1575-1642,1623,17,Bacchus,Bacchusknabe,Barock,Dresden,En;;;;;
-/ARTOTHEK;16822;Saskia mit der roten Blume. 1641;Gemaeldegalerie,Bildnis,Porträt,Rembrandt van Rijn,Dresden,Eichenholz,Gemäldegalerie,17. Jahrhundert,Öl/Lwd.,Portraet,Barock,Portrait,1606-1669;Rembrandt,Saskia,Frau,Blume,Nelke,dunkelrot,Perlenkette,Frau;;;;;;
-/ARTOTHEK;16821;Das Opfer des Manoah. 1641;Rembrandt van Rijn,Dresden,Gemäldegalerie,17. Jahrhundert,Lwd.,Barock,Gemaeldegalerie,1606-1669;Rembrandt van Rijn, 1606-1669,Altes Testament,Engel,Feuer,Paar,Verkündigung,beten,Samson,Mutter,Eltern,Vater,Opfer;;;;;;
-/ARTOTHEK;16819;Maria mit dem Kind. Sixtinische Madonna. Detail.;Dresden,Raffael (Raffaello Sanzio),Gemäldegalerie,1483-1520,Gemaeldegalerie;Madonna,Raffael (Raffaello Santi) 1483-1520;1483-1520,dem,Detail,Dresden,Gemaeldegalerie,Gemäldegalerie,Kind,Mad;;;;;
